香港频道,#genre# 
Danang TV1 HD,http://192.168.31.4:8083/stv.php?id=viet_danangtv1
Danang TV2 HD,http://192.168.31.4:8083/stv.php?id=viet_danangtv2
HBTV HD,http://192.168.31.4:8083/stv.php?id=viet_hbtv
PTTH 1,http://192.168.31.4:8083/stv.php?id=viet_ptth1

韩国频道,#genre# 
Arirang HD,http://192.168.31.4:8083/stv.php?id=arirang_korea
Yonhap News,http://192.168.31.4:8083/stv.php?id=yonhapnews_korea
CBS,http://192.168.31.4:8083/stv.php?id=cbs_korea
EBS 1,http://192.168.31.4:8083/stv.php?id=ebs1_korea
EBS2,http://192.168.31.4:8083/stv.php?id=ebs2_korea
EBS Plus2,http://192.168.31.4:8083/stv.php?id=ebsplus2_korea
SBS Plus,http://192.168.31.4:8083/stv.php?id=sbsplus_korea
YTN,http://192.168.31.4:8083/stv.php?id=ytn_korea
KBS World 24,http://192.168.31.4:8083/stv.php?id=kbsworld24_korea
YTN Science,http://192.168.31.4:8083/stv.php?id=ytnscience_korea
YTN Korean,http://192.168.31.4:8083/stv.php?id=ytnkorean_korea
YTN DMB,http://192.168.31.4:8083/stv.php?id=ytndmb_korea
Apps TV,http://192.168.31.4:8083/stv.php?id=appongoogle_korea
All the Kpop,http://192.168.31.4:8083/stv.php?id=allthekpop_korea
J the Kpop,http://192.168.31.4:8083/stv.php?id=jthekpop_korea
EBS Kids,http://192.168.31.4:8083/stv.php?id=ebskids_korea
CGNTV,http://192.168.31.4:8083/stv.php?id=cgntv_korea

日本频道,#genre# 
NHK-総合-2,http://192.168.31.4:8083/stv.php?id=nhkg_japan
NHK-E,http://192.168.31.4:8083/stv.php?id=nhke_japan
テレビ朝日 Asahi TV,http://192.168.31.4:8083/stv.php?id=asahitv_japan
JET 綜合,http://192.168.31.4:8083/stv.php?id=jettv_japan
テレビ東京 Tokyo TV,http://192.168.31.4:8083/stv.php?id=tokyotv_japan
TOKYOMX,http://192.168.31.4:8083/stv.php?id=tokyomx_japan
NHKBS1,http://192.168.31.4:8083/stv.php?id=nhkbs1_japan
NHKBSプレミア Premium,http://192.168.31.4:8083/stv.php?id=nhkpremium_japan
BSジャパン 181,http://192.168.31.4:8083/stv.php?id=bs181_japan
BSフジ BS Fuji,http://192.168.31.4:8083/stv.php?id=bsfuji_japan
CNA Japan,http://192.168.31.4:8083/stv.php?id=cna_japan
BS-TBS,http://192.168.31.4:8083/stv.php?id=bstbs_japan
NHK Oaska,http://192.168.31.4:8083/stv.php?id=nhkosaka_japan
